Language,Class,Code Smell #,Category,Code Smell,Method,Type,Identifier
JavaScript,Chef,9,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",JavaScript_Chef_chainOfMethods_Message Chains
JavaScript,Chef,10,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,JavaScript_Chef_middlemanMethod_Middle Man
JavaScript,Chef,11,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this.pizza`, breaking encapsulation.",JavaScript_Chef_accessInternalDetails_Inappropriate Intimacy
JavaScript,Chef,1,Bloaters,Large Class,Entire Class,"The `Chef` class manages multiple responsibilities, including baking, order fulfillment, complaints, and promotions.",JavaScript_Chef_Entire Class_Large Class
JavaScript,Chef,2,Bloaters,Long Method,longMethod,"Performs multiple unrelated operations, reducing readability and maintainability.",JavaScript_Chef_longMethod_Long Method
JavaScript,Chef,3,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Takes an excessive number of parameters, making it difficult to use and modify.",JavaScript_Chef_orderWithUnnecessaryDetails_Long Parameter List
JavaScript,Chef,4,Bloaters,Data Clumps,__init__,"Related customer details (firstName, lastName, address, phoneNumber, email) should be encapsulated.",JavaScript_Chef___init___Data Clumps
JavaScript,Chef,5,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,JavaScript_Chef_handleComplaint_Switch Statements
JavaScript,Chef,6,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,JavaScript_Chef_anotherUnusedMethod_Dead Code
JavaScript,Chef,7,Dispensables,Dead Code,yetAnotherUnusedMethod,Another unused method that can be removed.,JavaScript_Chef_yetAnotherUnusedMethod_Dead Code
JavaScript,Chef,8,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `bakePizza(""Cheese"")`, leading to redundant logic.",JavaScript_Chef_duplicateMethod_Duplicate Code
JavaScript,Chef,9,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",JavaScript_Chef_chainOfMethods_Message Chains
JavaScript,Chef,10,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,JavaScript_Chef_middlemanMethod_Middle Man
JavaScript,Chef,11,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this.pizza`, breaking encapsulation.",JavaScript_Chef_accessInternalDetails_Inappropriate Intimacy
JavaScript,Cashier,1,Bloaters,Large Class,Entire Class,"The `Cashier` class manages orders, customer complaints, promotions, and discounts, violating SRP.",JavaScript_Cashier_Entire Class_Large Class
JavaScript,Cashier,2,Bloaters,Long Method,longMethod,"Performs multiple unrelated operations, reducing readability and maintainability.",JavaScript_Cashier_longMethod_Long Method
JavaScript,Cashier,3,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Takes an excessive number of parameters, making it difficult to use and modify.",JavaScript_Cashier_orderWithUnnecessaryDetails_Long Parameter List
JavaScript,Cashier,4,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,JavaScript_Cashier_handleComplaint_Switch Statements
JavaScript,Cashier,5,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,JavaScript_Cashier_anotherUnusedMethod_Dead Code
JavaScript,Cashier,6,Dispensables,Dead Code,yetAnotherUnusedMethod,Another unused method that can be removed.,JavaScript_Cashier_yetAnotherUnusedMethod_Dead Code
JavaScript,Cashier,7,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `takeOrder(""Cheese"")`, leading to redundant logic.",JavaScript_Cashier_duplicateMethod_Duplicate Code
JavaScript,Cashier,8,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",JavaScript_Cashier_chainOfMethods_Message Chains
JavaScript,Cashier,9,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,JavaScript_Cashier_middlemanMethod_Middle Man
JavaScript,Cashier,10,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this.chef.busy`, breaking encapsulation.",JavaScript_Cashier_accessInternalDetails_Inappropriate Intimacy
C++,Shop,1,Bloaters,Large Class,Entire Class,"The `Shop` class manages multiple responsibilities: order handling, customer details, promotions, and complaints, violating SRP.",C++_Shop_Entire Class_Large Class
C++,Shop,2,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Takes an excessive number of parameters, making it difficult to use and modify.",C++_Shop_orderWithUnnecessaryDetails_Long Parameter List
C++,Shop,3,Bloaters,Data Clumps,__init__,"Related customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated in a separate class.",C++_Shop___init___Data Clumps
C++,Shop,4,Object-Orientation Abusers,Switch Statements,createPizza,Uses multiple `if-else` conditions instead of a polymorphic approach for pizza creation.,C++_Shop_createPizza_Switch Statements
C++,Shop,5,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,C++_Shop_anotherUnusedMethod_Dead Code
C++,Shop,6,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",C++_Shop_chainOfMethods_Message Chains
C++,Shop,7,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,C++_Shop_middlemanMethod_Middle Man
C++,Shop,8,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `cashier->getChef()->isBusy()`, breaking encapsulation.",C++_Shop_accessInternalDetails_Inappropriate Intimacy
C++,Pizza,1,Bloaters,Large Class,Entire Class,"The `Pizza` class manages both pizza attributes and customer details, violating SRP.",C++_Pizza_Entire Class_Large Class
C++,Pizza,2,Bloaters,Primitive Obsession,__init__,"Uses multiple primitive fields (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) instead of an object.",C++_Pizza___init___Primitive Obsession
C++,Pizza,3,Bloaters,Data Clumps,__init__,Related customer details should be encapsulated in a separate object.,C++_Pizza___init___Data Clumps
C++,Pizza,4,Bloaters,Long Method,longMethod,"Performs multiple unrelated operations, reducing readability and maintainability.",C++_Pizza_longMethod_Long Method
C++,Pizza,5,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Takes an excessive number of parameters, making it difficult to use and modify.",C++_Pizza_orderWithUnnecessaryDetails_Long Parameter List
C++,Pizza,6,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,C++_Pizza_handleComplaint_Switch Statements
C++,Pizza,7,Object-Orientation Abusers,Refused Bequest,refusedBequest,"Method exists but is not used in subclasses, suggesting unnecessary inheritance.",C++_Pizza_refusedBequest_Refused Bequest
C++,Pizza,8,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,C++_Pizza_anotherUnusedMethod_Dead Code
C++,Pizza,9,Dispensables,Dead Code,yetAnotherUnusedMethod,Another unused method that can be removed.,C++_Pizza_yetAnotherUnusedMethod_Dead Code
C++,Pizza,10,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `setTopping(""Cheese"")`, leading to redundant logic.",C++_Pizza_duplicateMethod_Duplicate Code
C++,Pizza,11,Dispensables,Duplicate Code,"updateCustomerName, updateCustomerAddress, updateCustomerPhoneNumber, updateCustomerEmail",These methods redundantly update single fields instead of using `updateCustomerInfo`.,"C++_Pizza_updateCustomerName, updateCustomerAddress, updateCustomerPhoneNumber, updateCustomerEmail_Duplicate Code"
C++,Pizza,12,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",C++_Pizza_chainOfMethods_Message Chains
C++,Pizza,13,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,C++_Pizza_middlemanMethod_Middle Man
C++,Pizza,14,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this->size`, `this->doughType`, `this->topping`, breaking encapsulation.",C++_Pizza_accessInternalDetails_Inappropriate Intimacy
C++,Drink,1,Bloaters,Large Class,Entire Class,"The `Drink` class handles drink attributes, customer details, promotions, and complaints, violating SRP.",C++_Drink_Entire Class_Large Class
C++,Drink,2,Bloaters,Primitive Obsession,orderDrink,Uses a primitive string (`drinkType`) instead of an enumeration or a structured object.,C++_Drink_orderDrink_Primitive Obsession
C++,Drink,3,Bloaters,Data Clumps,__init__,"Related customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated in a separate class.",C++_Drink___init___Data Clumps
C++,Drink,4,Bloaters,Long Method,longMethod,"Performs multiple unrelated operations, reducing readability and maintainability.",C++_Drink_longMethod_Long Method
C++,Drink,5,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,C++_Drink_handleComplaint_Switch Statements
C++,Drink,6,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,C++_Drink_anotherUnusedMethod_Dead Code
C++,Drink,7,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `orderDrink(""Water"")`, leading to redundant logic.",C++_Drink_duplicateMethod_Duplicate Code
C++,Drink,8,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",C++_Drink_chainOfMethods_Message Chains
C++,Drink,9,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,C++_Drink_middlemanMethod_Middle Man
C++,Drink,10,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this->size`, `this->drinkType`, breaking encapsulation.",C++_Drink_accessInternalDetails_Inappropriate Intimacy
C++,Customer,1,Bloaters,Large Class,Entire Class,"The `Customer` class manages orders, complaints, contact info, promotions, and discounts, violating SRP.",C++_Customer_Entire Class_Large Class
C++,Customer,2,Bloaters,Long Method,longMethod,"Performs multiple unrelated complaints, reducing readability and maintainability.",C++_Customer_longMethod_Long Method
C++,Customer,3,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Takes an excessive number of parameters, making it difficult to use and modify.",C++_Customer_orderWithUnnecessaryDetails_Long Parameter List
C++,Customer,4,Bloaters,Data Clumps,__init__,"Related customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated.",C++_Customer___init___Data Clumps
C++,Customer,5,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,C++_Customer_handleComplaint_Switch Statements
C++,Customer,6,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,C++_Customer_anotherUnusedMethod_Dead Code
C++,Customer,7,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `orderPizza(""Cheese"")`, leading to redundant logic.",C++_Customer_duplicateMethod_Duplicate Code
C++,Customer,8,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",C++_Customer_chainOfMethods_Message Chains
C++,Customer,9,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,C++_Customer_middlemanMethod_Middle Man
C++,Customer,10,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `pizzaShop->getCashier()->hurryUpChef()`, breaking encapsulation.",C++_Customer_accessInternalDetails_Inappropriate Intimacy
C++,Chef,1,Bloaters,Large Class,Entire Class,"The `Chef` class manages multiple responsibilities: baking, order fulfillment, customer interactions, and complaints, violating SRP.",C++_Chef_Entire Class_Large Class
C++,Chef,2,Bloaters,Long Method,longMethod,"Performs multiple unrelated operations, reducing readability and maintainability.",C++_Chef_longMethod_Long Method
C++,Chef,3,Bloaters,Data Clumps,__init__,"Related customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated.",C++_Chef___init___Data Clumps
C++,Chef,4,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,C++_Chef_handleComplaint_Switch Statements
C++,Chef,5,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,C++_Chef_anotherUnusedMethod_Dead Code
C++,Chef,6,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `bakePizza(""Cheese"")`, leading to redundant logic.",C++_Chef_duplicateMethod_Duplicate Code
C++,Chef,7,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",C++_Chef_chainOfMethods_Message Chains
C++,Chef,8,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,C++_Chef_middlemanMethod_Middle Man
C++,Chef,9,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this->pizza->getTopping()`, breaking encapsulation.",C++_Chef_accessInternalDetails_Inappropriate Intimacy
C++,Cashier,1,Bloaters,Large Class,Entire Class,"The `Cashier` class manages orders, customer complaints, promotions, and discounts, violating SRP.",C++_Cashier_Entire Class_Large Class
C++,Cashier,2,Bloaters,Long Method,longMethod,"Performs multiple unrelated operations, reducing readability and maintainability.",C++_Cashier_longMethod_Long Method
C++,Cashier,3,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses multiple if-else conditions instead of a polymorphic approach.,C++_Cashier_handleComplaint_Switch Statements
C++,Cashier,4,Dispensables,Dead Code,anotherUnusedMethod,Method exists but is never used.,C++_Cashier_anotherUnusedMethod_Dead Code
C++,Cashier,5,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `takeOrder(""Cheese"")`, leading to redundant logic.",C++_Cashier_duplicateMethod_Duplicate Code
C++,Cashier,6,Couplers,Message Chains,chainOfMethods,"Calls multiple methods in a chain, increasing dependency complexity.",C++_Cashier_chainOfMethods_Message Chains
C++,Cashier,7,Couplers,Middle Man,middlemanMethod,Delegates work without adding value.,C++_Cashier_middlemanMethod_Middle Man
C++,Cashier,8,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing `this->chef->isBusy()`, breaking encapsulation.",C++_Cashier_accessInternalDetails_Inappropriate Intimacy
