Language,Class,Code Smell #,Category,Code Smell,Method,Type,Identifier
JavaScript,Shop,3,Bloaters,Long Parameter List,updateContactInfo,"Method has excessive parameters (firstName, lastName, address, phoneNumber, email)",JavaScript_Shop_updateContactInfo_Long Parameter List
JavaScript,Shop,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, all leading to the same action",JavaScript_Shop_handleComplaint_Switch Statements
JavaScript,Shop,5,Object-Orientation Abusers,Temporary Field,,Fields like tempDiscountCode and tempOrderNote are only used under specific conditions,JavaScript_Shop__Temporary Field
JavaScript,Shop,6,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,JavaScript_Shop_anotherUnusedMethod_Dead Code
JavaScript,Shop,7,Dispensables,Dead Code,yetAnotherUnusedMethod,Unused method with no functionality,JavaScript_Shop_yetAnotherUnusedMethod_Dead Code
JavaScript,Shop,8,Dispensables,Duplicate Code,handleComplaint,Repeated calls to this.casher.calmCustomerDown() for different complaints,JavaScript_Shop_handleComplaint_Duplicate Code
JavaScript,Shop,9,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",JavaScript_Shop_middlemanMethod_Middle Man
JavaScript,Shop,10,Couplers,Feature Envy,accessInternalDetails,Directly accesses internal this.casher.chef.busy field instead of encapsulating behavior,JavaScript_Shop_accessInternalDetails_Feature Envy
JavaScript,Shop,11,Change Preventers,Shotgun Surgery,"updateName, updateAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"JavaScript_Shop_updateName, updateAddress, etc._Shotgun Surgery"
JavaScript,Shop,12,Bloaters,Large Class,,"Class handles orders, customer info, notifications, complaints, and internal delegation logic",JavaScript_Shop__Large Class
JavaScript,Shop,13,Object-Orientation Abusers,Speculative Generality,createPizza,Overly complex method for creating pizza types; could be simplified or delegated to a factory,JavaScript_Shop_createPizza_Speculative Generality
JavaScript,Shop,14,Dispensables,Duplicate Code,orderWithUnnecessaryDetails,Repeated calls to updateContactInfo and applyDiscount in multiple methods,JavaScript_Shop_orderWithUnnecessaryDetails_Duplicate Code
JavaScript,Shop,15,Couplers,Message Chains,chainOfMethods,Method initiates a chain of calls (this.casher.chef.cleanKitchen()),JavaScript_Shop_chainOfMethods_Message Chains
JavaScript,Pizza,1,Bloaters,Data Clumps,updateCustomerInfo,"Related fields (customerFirstName, customerLastName, etc.) could be encapsulated into a Customer class",JavaScript_Pizza_updateCustomerInfo_Data Clumps
JavaScript,Pizza,2,Bloaters,Long Method,longMethod,"Method handles multiple tasks (setting pizza details, updating customer info, notifications, etc.) in one place",JavaScript_Pizza_longMethod_Long Method
JavaScript,Pizza,3,Bloaters,Long Parameter List,updateCustomerInfo,"Method has excessive parameters (firstName, lastName, address, phoneNumber, email)",JavaScript_Pizza_updateCustomerInfo_Long Parameter List
JavaScript,Pizza,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, all leading to similar actions",JavaScript_Pizza_handleComplaint_Switch Statements
JavaScript,Pizza,5,Object-Orientation Abusers,Temporary Field,,Fields like tempDiscountCode and tempOrderNote are only used under specific conditions,JavaScript_Pizza__Temporary Field
JavaScript,Pizza,6,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,JavaScript_Pizza_anotherUnusedMethod_Dead Code
JavaScript,Pizza,7,Dispensables,Dead Code,yetAnotherUnusedMethod,Unused method with no functionality,JavaScript_Pizza_yetAnotherUnusedMethod_Dead Code
JavaScript,Pizza,8,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to setTopping(""Cheese"")",JavaScript_Pizza_duplicateMethod_Duplicate Code
JavaScript,Pizza,9,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",JavaScript_Pizza_middlemanMethod_Middle Man
JavaScript,Pizza,10,Couplers,Feature Envy,accessInternalDetails,"Directly accesses internal fields (size, doughType, topping) instead of encapsulating behavior",JavaScript_Pizza_accessInternalDetails_Feature Envy
JavaScript,Pizza,11,Change Preventers,Shotgun Surgery,"updateCustomerName, updateCustomerAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"JavaScript_Pizza_updateCustomerName, updateCustomerAddress, etc._Shotgun Surgery"
JavaScript,Pizza,12,Bloaters,Large Class,,"Class handles pizza details, customer info, notifications, complaints, and internal delegation logic",JavaScript_Pizza__Large Class
JavaScript,Pizza,13,Object-Orientation Abusers,Speculative Generality,orderWithUnnecessaryDetails,Overly detailed method for placing orders; could be simplified or delegated to a factory,JavaScript_Pizza_orderWithUnnecessaryDetails_Speculative Generality
JavaScript,Pizza,14,Dispensables,Duplicate Code,handleComplaint,Repeated console.log statements for handling complaints,JavaScript_Pizza_handleComplaint_Duplicate Code
JavaScript,Pizza,15,Couplers,Message Chains,chainOfMethods,"Method initiates a chain of calls (this.updateCustomerAddress(""123 Street""))",JavaScript_Pizza_chainOfMethods_Message Chains
JavaScript,CheesePizza,16,Object-Orientation Abusers,Refused Bequest,handleComplaint,"Overrides parent method but only adds one specific case, potentially violating Liskov Substitution Principle",JavaScript_CheesePizza_handleComplaint_Refused Bequest
JavaScript,Pizza,17,Dispensables,Dead Code,refusedBequest,Empty method inherited but not used,JavaScript_Pizza_refusedBequest_Dead Code
JavaScript,Drink,1,Dispensables,Lazy Class,,Class has minimal functionality and could potentially be merged into another class,JavaScript_Drink__Lazy Class
JavaScript,Drink,2,Bloaters,Primitive Obsession,createOrder,Using a primitive (drinkType) to represent the drink type instead of a more expressive construct,JavaScript_Drink_createOrder_Primitive Obsession
JavaScript,Drink,3,Dispensables,Dead Code,,"The class has no unused methods, but the functionality is too minimal, suggesting it might not be needed",JavaScript_Drink__Dead Code
JavaScript,Customer,1,Bloaters,Large Class,,"The `Customer` class handles multiple responsibilities (ordering, complaints, promotions, contact updates).",JavaScript_Customer__Large Class
JavaScript,Customer,2,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"The method `orderWithUnnecessaryDetails` has 6 parameters, violating maintainability.",JavaScript_Customer_orderWithUnnecessaryDetails_Long Parameter List
JavaScript,Customer,3,Bloaters,Primitive Obsession,updateContactInfo,Uses primitive types for customer info instead of encapsulating them in a dedicated class.,JavaScript_Customer_updateContactInfo_Primitive Obsession
JavaScript,Customer,4,Bloaters,Data Clumps,updateContactInfo,Groups related customer data fields that could be encapsulated in a `CustomerInfo` class.,JavaScript_Customer_updateContactInfo_Data Clumps
JavaScript,Customer,5,Dispensables,Dead Code,anotherUnusedMethod,The method is defined but never used.,JavaScript_Customer_anotherUnusedMethod_Dead Code
JavaScript,Customer,6,Dispensables,Dead Code,yetAnotherUnusedMethod,The method is defined but never used.,JavaScript_Customer_yetAnotherUnusedMethod_Dead Code
JavaScript,Customer,7,Dispensables,Duplicate Code,duplicateComplaint,Repeated calls to `this.complain` with identical arguments.,JavaScript_Customer_duplicateComplaint_Duplicate Code
JavaScript,Customer,8,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses a chain of `if-else` statements to handle complaints.,JavaScript_Customer_handleComplaint_Switch Statements
JavaScript,Customer,9,Object-Orientation Abusers,Refused Bequest,refusedBequest,"Empty method inherited but not used, indicating a refusal of inheritance.",JavaScript_Customer_refusedBequest_Refused Bequest
JavaScript,Customer,10,Object-Orientation Abusers,Temporary Field,constructor,"Fields like `firstName`, `email` are initialized as `null` and set later, risking inconsistent states.",JavaScript_Customer_constructor_Temporary Field
JavaScript,Customer,11,Couplers,Message Chains,chainOfMethods,"Calls `this.Shop.casher.chef.cleanKitchen()`, creating tight coupling.",JavaScript_Customer_chainOfMethods_Message Chains
JavaScript,Customer,12,Couplers,Middle Man,middlemanMethod,Delegates through `middleMethod` to `realMethod` without adding value.,JavaScript_Customer_middlemanMethod_Middle Man
JavaScript,Customer,13,Couplers,Inappropriate Intimacy,accessInternalDetails,Directly accesses internal state `this.Shop.casher.chef.busy`.,JavaScript_Customer_accessInternalDetails_Inappropriate Intimacy
JavaScript,Customer,14,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with minimal implementation, likely meant for future use.",JavaScript_Customer_notifyForPromotion_Speculative Generality
JavaScript,Customer,15,Object-Orientation Abusers,Speculative Generality,applyDiscount,"Placeholder method with minimal implementation, likely meant for future use.",JavaScript_Customer_applyDiscount_Speculative Generality
JavaScript,Customer,16,Change Preventers,Divergent Change,updateContactInfo,"Changing customer info requires modifying multiple methods (e.g., `updateName`, `updateAddress`).",JavaScript_Customer_updateContactInfo_Divergent Change
JavaScript,Customer,17,Dispensables,Data Class,,"The class primarily holds data (e.g., `firstName`, `email`) with trivial methods.",JavaScript_Customer__Data Class
JavaScript,Chef,1,Bloaters,Data Clumps,updateContactInfo,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a Customer class",JavaScript_Chef_updateContactInfo_Data Clumps
JavaScript,Chef,2,Bloaters,Long Method,longMethod,"Method handles multiple tasks (baking pizza, updating contact info, notifications, etc.) in one place",JavaScript_Chef_longMethod_Long Method
JavaScript,Chef,3,Bloaters,Long Parameter List,updateContactInfo,"Method has excessive parameters (firstName, lastName, address, phoneNumber, email)",JavaScript_Chef_updateContactInfo_Long Parameter List
JavaScript,Chef,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, all leading to the same action",JavaScript_Chef_handleComplaint_Switch Statements
JavaScript,Chef,5,Object-Orientation Abusers,Temporary Field,,Fields like tempDiscountCode and tempOrderNote are only used under specific conditions,JavaScript_Chef__Temporary Field
JavaScript,Chef,6,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,JavaScript_Chef_anotherUnusedMethod_Dead Code
JavaScript,Chef,7,Dispensables,Dead Code,yetAnotherUnusedMethod,Unused method with no functionality,JavaScript_Chef_yetAnotherUnusedMethod_Dead Code
JavaScript,Chef,8,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to bakePizza(""Cheese"")",JavaScript_Chef_duplicateMethod_Duplicate Code
JavaScript,Chef,9,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",JavaScript_Chef_middlemanMethod_Middle Man
JavaScript,Chef,10,Couplers,Feature Envy,accessInternalDetails,Directly accesses internal this.pizza field instead of encapsulating behavior,JavaScript_Chef_accessInternalDetails_Feature Envy
JavaScript,Chef,11,Change Preventers,Shotgun Surgery,"updateName, updateAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"JavaScript_Chef_updateName, updateAddress, etc._Shotgun Surgery"
JavaScript,Chef,12,Bloaters,Large Class,,"Class handles pizza baking, customer info, notifications, complaints, and internal delegation logic",JavaScript_Chef__Large Class
JavaScript,Chef,13,Object-Orientation Abusers,Speculative Generality,orderWithUnnecessaryDetails,Overly detailed method for placing orders; could be simplified or delegated to a factory,JavaScript_Chef_orderWithUnnecessaryDetails_Speculative Generality
JavaScript,Chef,14,Dispensables,Duplicate Code,handleComplaint,Repeated calls to this.cleanKitchen() for different complaints,JavaScript_Chef_handleComplaint_Duplicate Code
JavaScript,Chef,15,Couplers,Message Chains,chainOfMethods,Method initiates a chain of calls (this.cleanKitchen()),JavaScript_Chef_chainOfMethods_Message Chains
JavaScript,Chef,16,Dispensables,Dead Code,refusedBequest,Empty method inherited but not used,JavaScript_Chef_refusedBequest_Dead Code
JavaScript,Cashier,1,Bloaters,Large Class,,"The `Cashier` class handles multiple responsibilities (taking orders, calming customers, promotions).",JavaScript_Cashier__Large Class
JavaScript,Cashier,2,Bloaters,Long Method,longMethod,"The `longMethod` performs multiple tasks in a single method, making it overly complex.",JavaScript_Cashier_longMethod_Long Method
JavaScript,Cashier,3,Bloaters,Primitive Obsession,updateContactInfo,Uses primitive types for customer info instead of encapsulating them in a dedicated class.,JavaScript_Cashier_updateContactInfo_Primitive Obsession
JavaScript,Cashier,4,Bloaters,Data Clumps,updateContactInfo,Groups related customer data fields that could be encapsulated in a `CustomerInfo` class.,JavaScript_Cashier_updateContactInfo_Data Clumps
JavaScript,Cashier,5,Dispensables,Dead Code,anotherUnusedMethod,The method is defined but never used.,JavaScript_Cashier_anotherUnusedMethod_Dead Code
JavaScript,Cashier,6,Dispensables,Dead Code,yetAnotherUnusedMethod,The method is defined but never used.,JavaScript_Cashier_yetAnotherUnusedMethod_Dead Code
JavaScript,Cashier,7,Dispensables,Duplicate Code,duplicateMethod,Repeated calls to `this.takeOrder` with identical arguments.,JavaScript_Cashier_duplicateMethod_Duplicate Code
JavaScript,Cashier,8,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses a chain of `if-else` statements to handle complaints.,JavaScript_Cashier_handleComplaint_Switch Statements
JavaScript,Cashier,9,Object-Orientation Abusers,Refused Bequest,refusedBequest,"Empty method inherited but not used, indicating a refusal of inheritance.",JavaScript_Cashier_refusedBequest_Refused Bequest
JavaScript,Cashier,10,Object-Orientation Abusers,Temporary Field,constructor,"Fields like `firstName`, `email` are initialized as `null` and set later, risking inconsistent states.",JavaScript_Cashier_constructor_Temporary Field
JavaScript,Cashier,11,Couplers,Message Chains,chainOfMethods,"Calls `this.chef.cleanKitchen()`, creating tight coupling.",JavaScript_Cashier_chainOfMethods_Message Chains
JavaScript,Cashier,12,Couplers,Middle Man,middlemanMethod,Delegates through `middleMethod` to `realMethod` without adding value.,JavaScript_Cashier_middlemanMethod_Middle Man
JavaScript,Cashier,13,Couplers,Inappropriate Intimacy,accessInternalDetails,Directly accesses internal state `this.chef.busy`.,JavaScript_Cashier_accessInternalDetails_Inappropriate Intimacy
JavaScript,Cashier,14,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with minimal implementation, likely meant for future use.",JavaScript_Cashier_notifyForPromotion_Speculative Generality
JavaScript,Cashier,15,Object-Orientation Abusers,Speculative Generality,applyDiscount,"Placeholder method with minimal implementation, likely meant for future use.",JavaScript_Cashier_applyDiscount_Speculative Generality
JavaScript,Cashier,16,Change Preventers,Divergent Change,updateContactInfo,"Changing customer info requires modifying multiple methods (e.g., `updateName`, `updateAddress`).",JavaScript_Cashier_updateContactInfo_Divergent Change
JavaScript,Cashier,17,Dispensables,Data Class,,"The class primarily holds data (e.g., `firstName`, `email`) with trivial methods.",JavaScript_Cashier__Data Class
JavaScript,Cashier,18,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"The method has 6 parameters, violating maintainability.",JavaScript_Cashier_orderWithUnnecessaryDetails_Long Parameter List
JavaScript,Cashier,19,Dispensables,Dead Code,orderWithUnnecessaryDetails,The method is defined but its functionality is redundant or unused.,JavaScript_Cashier_orderWithUnnecessaryDetails_Dead Code
C++,Shop,1,Bloaters,Large Class,,"The `Shop` class handles multiple responsibilities (order handling, customer info, promotions, complaints).",C++_Shop__Large Class
C++,Shop,2,Bloaters,Primitive Obsession,,"Uses primitive types (e.g., `std::string`) for customer info instead of a dedicated `Customer` class.",C++_Shop__Primitive Obsession
C++,Shop,3,Bloaters,Data Clumps,,"Groups related customer data fields (e.g., `firstName`, `email`) that could be encapsulated in a `Customer` class.",C++_Shop__Data Clumps
C++,Shop,4,Dispensables,Dead Code,anotherUnusedMethod,The method is declared but never defined or used.,C++_Shop_anotherUnusedMethod_Dead Code
C++,Shop,5,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with no implementation, likely meant for future use.",C++_Shop_notifyForPromotion_Speculative Generality
C++,Shop,6,Object-Orientation Abusers,Speculative Generality,applyDiscount,"Placeholder method with no implementation, likely meant for future use.",C++_Shop_applyDiscount_Speculative Generality
C++,Shop,7,Couplers,Message Chains,accessInternalDetails,"Calls `cashier->getChef()->isBusy()`, creating a deep dependency chain.",C++_Shop_accessInternalDetails_Message Chains
C++,Shop,8,Couplers,Inappropriate Intimacy,accessInternalDetails,"Directly accesses internal state of `cashier` and `chef`, violating encapsulation.",C++_Shop_accessInternalDetails_Inappropriate Intimacy
C++,Shop,9,Change Preventers,Divergent Change,,"Changing customer info would require modifying multiple fields (`firstName`, `email`, etc.).",C++_Shop__Divergent Change
C++,Shop,10,Dispensables,Data Class,,"The class primarily holds data (e.g., `firstName`, `email`) with minimal behavior.",C++_Shop__Data Class
C++,Shop,11,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"The method has 6 parameters, which could be refactored into a `PizzaOrder` object.",C++_Shop_orderWithUnnecessaryDetails_Long Parameter List
C++,Shop,12,Dispensables,Dead Code,refusedBequest,The method is declared but never defined or used.,C++_Shop_refusedBequest_Dead Code
C++,Pizza,1,Bloaters,Large Class,,"The `Pizza` class handles pizza attributes, customer info, promotions, and complaints, violating SRP.",C++_Pizza__Large Class
C++,Pizza,2,Bloaters,Long Method,longMethod,The `longMethod` performs multiple unrelated tasks in a single method.,C++_Pizza_longMethod_Long Method
C++,Pizza,3,Bloaters,Primitive Obsession,updateCustomerInfo,Uses primitive types (`std::string`) for customer info instead of a dedicated `Customer` class.,C++_Pizza_updateCustomerInfo_Primitive Obsession
C++,Pizza,4,Bloaters,Data Clumps,updateCustomerInfo,Groups customer data fields that should be encapsulated in a `Customer` class.,C++_Pizza_updateCustomerInfo_Data Clumps
C++,Pizza,5,Bloaters,Long Parameter List,updateCustomerInfo,"The method has 5 parameters, which could be replaced with a `Customer` object.",C++_Pizza_updateCustomerInfo_Long Parameter List
C++,Pizza,6,Dispensables,Dead Code,anotherUnusedMethod,The method is declared but never used.,C++_Pizza_anotherUnusedMethod_Dead Code
C++,Pizza,7,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `setTopping(""Cheese"")` with identical arguments.",C++_Pizza_duplicateMethod_Duplicate Code
C++,Pizza,8,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses a chain of `if-else` statements to handle complaints.,C++_Pizza_handleComplaint_Switch Statements
C++,Pizza,9,Object-Orientation Abusers,Refused Bequest,refusedBequest,"Empty method in `Pizza`, indicating subclasses may refuse the inheritance.",C++_Pizza_refusedBequest_Refused Bequest
C++,Pizza,10,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with minimal implementation, likely meant for future use.",C++_Pizza_notifyForPromotion_Speculative Generality
C++,Pizza,11,Couplers,Middle Man,middlemanMethod,Delegates through `middleMethod` to `realMethod` without adding value.,C++_Pizza_middlemanMethod_Middle Man
C++,Pizza,12,Couplers,Message Chains,chainOfMethods,"Calls `updateCustomerAddress`, creating unnecessary dependencies.",C++_Pizza_chainOfMethods_Message Chains
C++,Pizza,13,Couplers,Inappropriate Intimacy,accessInternalDetails,"Directly exposes internal fields (`size`, `doughType`, `topping`).",C++_Pizza_accessInternalDetails_Inappropriate Intimacy
C++,Pizza,14,Change Preventers,Divergent Change,updateCustomerInfo,"Changing customer info requires modifying multiple methods (e.g., `updateCustomerName`, `updateCustomerAddress`).",C++_Pizza_updateCustomerInfo_Divergent Change
C++,Pizza,15,Dispensables,Data Class,,"The class primarily holds data (e.g., `customerFirstName`, `email`) with trivial methods.",C++_Pizza__Data Class
C++,CheesePizza,16,Object-Orientation Abusers,Refused Bequest,,"Inherits from `Pizza` but does not use all inherited methods (e.g., `refusedBequest`).",C++_CheesePizza__Refused Bequest
C++,Drink,1,Bloaters,Data Clumps,,"Related fields (customerFirstName, customerLastName, etc.) could be encapsulated into a Customer class",C++_Drink__Data Clumps
C++,Drink,2,Bloaters,Long Method,longMethod,"Method handles ordering, preparation, notifications, and complaints in one place",C++_Drink_longMethod_Long Method
C++,Drink,3,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Method has excessive parameters (drinkType, size, ice, lemon, discountCode)",C++_Drink_orderWithUnnecessaryDetails_Long Parameter List
C++,Drink,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, despite similar logging actions",C++_Drink_handleComplaint_Switch Statements
C++,Drink,5,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,C++_Drink_anotherUnusedMethod_Dead Code
C++,Drink,6,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to orderDrink(""Water"")",C++_Drink_duplicateMethod_Duplicate Code
C++,Drink,7,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",C++_Drink_middlemanMethod_Middle Man
C++,Drink,8,Couplers,Feature Envy,accessInternalDetails,"Directly accesses internal fields (size, drinkType) instead of encapsulating behavior",C++_Drink_accessInternalDetails_Feature Envy
C++,Drink,9,Bloaters,Large Class,,"Class handles drink preparation, customer info, promotions, discounts, and complaints",C++_Drink__Large Class
C++,Drink,10,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Methods unrelated to core Drink functionality (e.g., promotions, discounts)",C++_Drink_notifyForPromotion_Speculative Generality
C++,Drink,11,Object-Orientation Abusers,Refused Bequest,refusedBequest,Empty method inherited but not used,C++_Drink_refusedBequest_Refused Bequest
C++,Drink,12,Couplers,Message Chains,chainOfMethods,Initiates a chain of calls (this->cleanup()),C++_Drink_chainOfMethods_Message Chains
C++,Drink,13,Dispensables,Lazy Class,,Minimal core functionality mixed with unrelated responsibilities; could be split,C++_Drink__Lazy Class
C++,Drink,14,Dispensables,Dead Code,,Private fields like tempDiscountCode and tempOrderNote are declared but never used,C++_Drink__Dead Code
C++,Customer,1,Bloaters,Data Clumps,,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a CustomerInfo class",C++_Customer__Data Clumps
C++,Customer,2,Bloaters,Long Method,longMethod,"Method handles ordering, complaints, notifications, and discounts in one place",C++_Customer_longMethod_Long Method
C++,Customer,3,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Method has excessive parameters (pizzaType, size, crustType, toppings, etc.)",C++_Customer_orderWithUnnecessaryDetails_Long Parameter List
C++,Customer,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, despite similar logging actions",C++_Customer_handleComplaint_Switch Statements
C++,Customer,5,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,C++_Customer_anotherUnusedMethod_Dead Code
C++,Customer,6,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to orderPizza(""Cheese"")",C++_Customer_duplicateMethod_Duplicate Code
C++,Customer,7,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",C++_Customer_middlemanMethod_Middle Man
C++,Customer,8,Couplers,Feature Envy,accessInternalDetails,Directly accesses internal details of PizzaShop (pizzaShop->getCashier()->hurryUpChef()),C++_Customer_accessInternalDetails_Feature Envy
C++,Customer,9,Change Preventers,Shotgun Surgery,,Multiple methods updating parts of customer info; changes require modifying all methods,C++_Customer__Shotgun Surgery
C++,Customer,10,Bloaters,Large Class,,"Class handles orders, complaints, notifications, discounts, and internal delegation logic",C++_Customer__Large Class
C++,Customer,11,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Methods unrelated to core Customer responsibilities (e.g., promotions, discounts)",C++_Customer_notifyForPromotion_Speculative Generality
C++,Customer,12,Object-Orientation Abusers,Refused Bequest,refusedBequest,Empty method inherited but not used,C++_Customer_refusedBequest_Refused Bequest
C++,Customer,13,Couplers,Message Chains,chainOfMethods,Initiates a chain of calls (this->accessInternalDetails()),C++_Customer_chainOfMethods_Message Chains
C++,Customer,14,Dispensables,Lazy Class,,Minimal core functionality mixed with unrelated responsibilities; could be split,C++_Customer__Lazy Class
C++,Customer,15,Dispensables,Dead Code,,Private fields like tempDiscountCode and tempOrderNote are declared but never used,C++_Customer__Dead Code
C++,Chef,1,Bloaters,Data Clumps,updateContactInfo,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a Customer/Employee class",C++_Chef_updateContactInfo_Data Clumps
C++,Chef,2,Bloaters,Long Method,longMethod,"Method handles baking, notifications, complaints, and internal delegation in one place",C++_Chef_longMethod_Long Method
C++,Chef,3,Bloaters,Long Parameter List,updateContactInfo,"Method has 5 parameters (firstName, lastName, address, phoneNumber, email)",C++_Chef_updateContactInfo_Long Parameter List
C++,Chef,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, despite similar logging actions",C++_Chef_handleComplaint_Switch Statements
C++,Chef,5,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,C++_Chef_anotherUnusedMethod_Dead Code
C++,Chef,6,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to bakePizza(""Cheese"")",C++_Chef_duplicateMethod_Duplicate Code
C++,Chef,7,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",C++_Chef_middlemanMethod_Middle Man
C++,Chef,8,Couplers,Feature Envy,accessInternalDetails,Directly accesses internal pizza->getTopping() instead of encapsulating behavior,C++_Chef_accessInternalDetails_Feature Envy
C++,Chef,9,Change Preventers,Shotgun Surgery,"updateName, updateAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"C++_Chef_updateName, updateAddress, etc._Shotgun Surgery"
C++,Chef,10,Bloaters,Large Class,,"Class handles pizza baking, customer info, promotions, discounts, complaints, and delegation logic",C++_Chef__Large Class
C++,Chef,11,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Methods unrelated to core Chef responsibilities (e.g., promotions, discounts)",C++_Chef_notifyForPromotion_Speculative Generality
C++,Chef,12,Object-Orientation Abusers,Refused Bequest,refusedBequest,Empty method inherited but not used,C++_Chef_refusedBequest_Refused Bequest
C++,Chef,13,Couplers,Message Chains,chainOfMethods,Initiates a chain of calls (this->cleanKitchen()),C++_Chef_chainOfMethods_Message Chains
C++,Chef,14,Dispensables,Dead Code,,Private fields like tempDiscountCode and tempOrderNote are declared but never used,C++_Chef__Dead Code
C++,Chef,15,Dispensables,Lazy Class,,Minimal core functionality mixed with unrelated responsibilities; could be split,C++_Chef__Lazy Class
C++,Cashier,1,Bloaters,Large Class,,"The `Cashier` class handles multiple responsibilities (order handling, promotions, complaints).",C++_Cashier__Large Class
C++,Cashier,2,Bloaters,Long Method,longMethod,The `longMethod` performs multiple unrelated tasks in a single method.,C++_Cashier_longMethod_Long Method
C++,Cashier,3,Bloaters,Primitive Obsession,,Uses primitive types (`std::string`) for customer info instead of a dedicated `Customer` class.,C++_Cashier__Primitive Obsession
C++,Cashier,4,Bloaters,Data Clumps,,"Groups related customer data fields (e.g., `firstName`, `email`) that could be encapsulated in a `Customer` class.",C++_Cashier__Data Clumps
C++,Cashier,5,Dispensables,Dead Code,anotherUnusedMethod,The method is declared but never used.,C++_Cashier_anotherUnusedMethod_Dead Code
C++,Cashier,6,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `takeOrder(""Cheese"")` with identical arguments.",C++_Cashier_duplicateMethod_Duplicate Code
C++,Cashier,7,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses a chain of `if-else` statements to handle complaints.,C++_Cashier_handleComplaint_Switch Statements
C++,Cashier,8,Object-Orientation Abusers,Refused Bequest,refusedBequest,"Empty method in `Cashier`, indicating subclasses may refuse the inheritance.",C++_Cashier_refusedBequest_Refused Bequest
C++,Cashier,9,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with minimal implementation, likely meant for future use.",C++_Cashier_notifyForPromotion_Speculative Generality
C++,Cashier,10,Couplers,Middle Man,middlemanMethod,Delegates through `middleMethod` to `realMethod` without adding value.,C++_Cashier_middlemanMethod_Middle Man
C++,Cashier,11,Couplers,Message Chains,chainOfMethods,"Calls `accessInternalDetails`, creating unnecessary dependencies.",C++_Cashier_chainOfMethods_Message Chains
C++,Cashier,12,Couplers,Inappropriate Intimacy,accessInternalDetails,"Directly accesses internal state of `chef`, violating encapsulation.",C++_Cashier_accessInternalDetails_Inappropriate Intimacy
C++,Cashier,13,Change Preventers,Divergent Change,,"Changing customer info would require modifying multiple fields (`firstName`, `email`, etc.).",C++_Cashier__Divergent Change
C++,Cashier,14,Dispensables,Data Class,,"The class primarily holds data (e.g., `firstName`, `email`) with trivial methods.",C++_Cashier__Data Class
